CULTURE,ID,SHORT_LABEL,MOBILE_LABEL,LAYER_NAME,HIDDEN,LAST_UPDT_USER,LAST_UPDT_DATE,VERSION,DB_ID,ROW_ID,STATUS,REV_GRP_ID
en-US,TYPE.ACTUAL.LAST_UPDT_DATE,Last Update Date,NULL,STD,FALSE,NULL,27:52.1,aa22d1867762421cb989f1f6ffaf38af,NULL,d408615fb92d4fb79f583b4209ba41d3,NULL,NULL
en-US,TYPE.ACTUAL.LAST_UPDT_USER,Last Update User,NULL,STD,FALSE,NULL,27:52.1,2a121ed27efb43e8a40ddc1ef5e697fb,NULL,6752dab46c4f44d09de9591067ee4d87,NULL,NULL
ru-RU,TYPE.ACTUAL.LAST_UPDT_USER,Пользователь,NULL,STD,FALSE,SYSTEM,56:00.2,2950637bfcff4de1aaef1f1ad7829299,NULL,7697f96e88c947789e8a6810babbde7a,NULL,NULL
ru-RU,TYPE.ACTUAL.LIQUID_EGY,[ru-RU] Liquid energy,NULL,STD,FALSE,NULL,27:52.1,72eea493c6864ff8a36cdeeabd49bbd7,NULL,47df9f2f6baa495fb8478badbc5c87ee,NULL,NULL
en-US,TYPE.ACTUAL.LIQUID_EGY,Liquid energy,NULL,STD,FALSE,NULL,27:52.1,73aa341fa81b401888f431c063e75152,NULL,f1b01f39fb8a4a59b606a073a40f1eb4,NULL,NULL
en-US,TYPE.ACTUAL.LIQUID_MASS,Liquid mass,NULL,STD,FALSE,NULL,27:52.1,0bd7465ff225411788d7c59ea8d4b99f,NULL,218086535a4140058a07debf127af3ae,NULL,NULL
ru-RU,TYPE.ACTUAL.LIQUID_MASS,Масса жидк.,NULL,STD,FALSE,SYSTEM,56:00.2,25049a24289d4f528b3aed66054e9ff6,NULL,b15661ffbede4ed9bd362b9c734e60a7,NULL,NULL
ru-RU,TYPE.ACTUAL.LIQUID_VOL,Объем жидк.,NULL,STD,FALSE,SYSTEM,56:00.2,eba338efa4c74ff4b7856f5b28dc71f8,NULL,75f7df06ce4d4998844c17222467d4d5,NULL,NULL
en-US,TYPE.ACTUAL.LIQUID_VOL,Liquid volume,NULL,STD,FALSE,NULL,27:52.1,0619acd11b8d4880af43fed1a8e72583,NULL,53e766e643c84b629da4e5e7d2ce58f6,NULL,NULL
en-US,TYPE.ACTUAL.PERIOD,Period,NULL,STD,FALSE,NULL,27:52.1,7ddb84a1582d402482a2b37b8cdf451a,NULL,65db2053ee56495f8f276a8ae775dc03,NULL,NULL
ru-RU,TYPE.ACTUAL.PERIOD,Period,NULL,STD,FALSE,NULL,27:52.1,a95a356245404d70ba6f42bb3b2447c8,NULL,59de20a75d5e46e2b06e18386343a52d,NULL,NULL
ru-RU,TYPE.ACTUAL.PRODUCT,Продукт,NULL,STD,FALSE,SYSTEM,56:00.2,6eb7e032b484402b85982b23ad466e42,NULL,a55374059fce43b0a57d0e5c70e51890,NULL,NULL
en-US,TYPE.ACTUAL.PRODUCT,Product,NULL,STD,FALSE,NULL,27:52.1,437567fb460448a681afe08aaaea105d,NULL,a787029a2ac34af897564a0ffd1addfc,NULL,NULL
en-US,TYPE.ACTUAL.ROW_ID,Row ID,NULL,STD,FALSE,NULL,27:52.1,ff8f56a1aba445b2b1f7da0961a94395,NULL,25e549e393e54316b65055727f2332bf,NULL,NULL
ru-RU,TYPE.ACTUAL.ROW_ID,Row ID,NULL,STD,FALSE,NULL,27:52.1,c0c6073524fa4eacbf2e248d3380d398,NULL,c22a542b80974b548e9f7ff41221daea,NULL,NULL
ru-RU,TYPE.ACTUAL.ROW_STATUS,Row Status,NULL,STD,FALSE,NULL,27:52.1,6e684adf3e694df4b9278441e5a664ff,NULL,55557f3e42c1409ab59ded16d7b31a2d,NULL,NULL
en-US,TYPE.ACTUAL.ROW_STATUS,Row Status,NULL,STD,FALSE,NULL,27:52.1,ea72156ec0ea4279bb622f41cb7cdaec,NULL,365c009490bd404fbc20273f95b8c44c,NULL,NULL
en-US,TYPE.ACTUAL.START_DATETIME,Datetime,NULL,STD,FALSE,NULL,27:52.1,84b59bba8b3a44fab855ade46b8b73d4,NULL,7bfde2a41a024f87a42a4a0510e7b6d0,NULL,NULL
ru-RU,TYPE.ACTUAL.START_DATETIME,Дата/время,NULL,STD,FALSE,SYSTEM,56:00.2,5a6843649cc943e8be395a9cca4a78a1,NULL,fc51aa8e560c473481552fe1993ebc4e,NULL,NULL
ru-RU,TYPE.ACTUAL.UPDATE_SOURCE,Update Source,NULL,STD,FALSE,NULL,27:52.1,794542d97d7f496097a3469e32876cf2,NULL,5039ecd9f0914a828f73487510aa660a,NULL,NULL
en-US,TYPE.ACTUAL.UPDATE_SOURCE,Update Source,NULL,STD,FALSE,NULL,27:52.1,8b11bad06123404d91cbd126c5d764ba,NULL,493737a1b6e94bf68e2346ba474566bc,NULL,NULL
en-US,TYPE.ACTUAL.VERSION,Row Version,NULL,STD,FALSE,NULL,27:52.1,e30fcf13652a4dba90f8994ea7c7cc0c,NULL,421a22b6e6e6435bb773a72c8298075b,NULL,NULL
ru-RU,TYPE.ACTUAL.VERSION,Row Version,NULL,STD,FALSE,NULL,27:52.1,0a3ea9cd5a5148c58b391d9625e0fdef,NULL,f0bb909fccb24019be71559e5e97cbad,NULL,NULL
ru-RU,TYPE.ADHOC_REP_BLB,Определение отчета Ad Hoc Report,NULL,STD,FALSE,SYSTEM,56:00.2,a0aadce6dbb44015bfaf1d3356b517d3,NULL,c6a6030b57e64bd78147cde2bef83d4b,NULL,NULL
en-US,TYPE.ADHOC_REP_BLB,Ad Hoc Report Definition,NULL,STD,FALSE,NULL,27:02.7,5db29f6f57dc43cfa23ac36fc94835c2,NULL,ed00ad8d564646c0b25f1da46d3d8758,NULL,NULL
en-US,TYPE.ADHOC_REPORT,Ad Hoc Report,NULL,STD,FALSE,NULL,27:02.7,28aa0d26a0e14ada8abaf9c8d1c6a18b,NULL,32b8b5bbb0a74b44869f65d91e2821a0,NULL,NULL
ru-RU,TYPE.ADHOC_REPORT,Отчет Ad Hoc Report,NULL,STD,FALSE,SYSTEM,56:00.2,5e66f41f2d4f4384834d786c73a32801,NULL,08e2cc89c9e94e51997c8ac0691646c6,NULL,NULL
ru-RU,TYPE.ADHOC_REPORT.BLOB_ID,[ru-RU] Blob ID,NULL,STD,FALSE,NULL,27:02.7,c71d95d58f174e049227d1681d806ee0,NULL,3719e1d448554df794d372b15f5db2d6,NULL,NULL
en-US,TYPE.ADHOC_REPORT.BLOB_ID,Blob ID,NULL,STD,FALSE,NULL,27:02.7,d8758b7433ab4014b3c959bab99cef4f,NULL,bbe553dbe9a54b60b2bedddd73a9b6a9,NULL,NULL
en-US,TYPE.ADHOC_REPORT.CATEGORY,Category,NULL,STD,FALSE,NULL,27:02.7,13e9a0e74d274735a261ebdb1a2b86e8,NULL,6b12f29b8d014450a1d59dcb3af18d87,NULL,NULL
ru-RU,TYPE.ADHOC_REPORT.CATEGORY,[ru-RU] Category,NULL,STD,FALSE,NULL,27:02.7,c5222edf85714164a6fdcd7d92e23f48,NULL,7c4718679b8c4bd7910c6e696375282a,NULL,NULL
ru-RU,TYPE.ADHOC_REPORT.DESCRIPTION,[ru-RU] Description,NULL,STD,FALSE,NULL,27:02.7,ca45c1673be942a29a8b53f8cccc1f83,NULL,12b08bf887f74956b638caa7666f17ff,NULL,NULL
en-US,TYPE.ADHOC_REPORT.DESCRIPTION,Description,NULL,STD,FALSE,NULL,27:02.7,a230d30e43aa488daf0fb9cddc8442ec,NULL,cbfe28a2fbdc458197e6968d786574f8,NULL,NULL
en-US,TYPE.ADHOC_REPORT.INP_SCREEN,Input Screen,NULL,STD,FALSE,NULL,27:02.7,0ff6069301f943e58308b46439dffe6c,NULL,0deb3d0e71bc4b2aa497a05ea27b29f6,NULL,NULL
ru-RU,TYPE.ADHOC_REPORT.INP_SCREEN,[ru-RU] Input Screen,NULL,STD,FALSE,NULL,27:02.7,d80114dc7d604966a2b5e7580008acd2,NULL,ed48bce6852d498093286450582a691c,NULL,NULL
ru-RU,TYPE.ADHOC_REPORT.NAME,Название,NULL,STD,FALSE,SYSTEM,56:00.2,c683749e8e4a44bb80accaa42588217b,NULL,656a58ccb9b94604a4f5f4fa3f2cc41e,NULL,NULL
en-US,TYPE.ADHOC_REPORT.NAME,Name,NULL,STD,FALSE,NULL,27:02.7,6adf5afb67a140769232705441979b6e,NULL,821a0adb84cd48a3ad7105c10d4ed370,NULL,NULL
en-US,TYPE.ADHOC_REPORT.OWNER,Report Owner,NULL,STD,FALSE,NULL,27:02.7,153a32c04cae456483ca02ab8b8265c3,NULL,94ebe9d66ea14023ae8e35ecb7691c26,NULL,NULL
ru-RU,TYPE.ADHOC_REPORT.OWNER,[ru-RU] Report Owner,NULL,STD,FALSE,NULL,27:02.7,10543fc2bd7b4b51979f0e6a08192a49,NULL,486d9844f12d4eaa86e1f3076a8f5f1f,NULL,NULL
ru-RU,TYPE.ADHOC_REPORT.PUBLISHED,[ru-RU] Shared,NULL,STD,FALSE,NULL,27:02.7,b8b32fcc130c4193afb66404dbc3c6de,NULL,3aee8bbf75d147e0bd9ad9cb0e7f3855,NULL,NULL
en-US,TYPE.ADHOC_REPORT.PUBLISHED,Shared,NULL,STD,FALSE,NULL,27:02.7,535a18d493674504b31126a4c8c2c224,NULL,dd6151e5aba241cfa83f76da4c0d5cea,NULL,NULL
en-US,TYPE.ADHOC_REPORT.REPORT_TYPE,Report Type,NULL,STD,FALSE,NULL,27:02.7,36210a506ac44729bc01b1e444c55a53,NULL,d05c445c81cf433c8e1451250de7df6c,NULL,NULL
ru-RU,TYPE.ADHOC_REPORT.REPORT_TYPE,[ru-RU] Report Type,NULL,STD,FALSE,NULL,27:02.7,3d54f00fcd71448296017aa30ad5ca21,NULL,96bcc5d3b43b4683b2c8961b3bbb8949,NULL,NULL
ru-RU,TYPE.AFE,Расходные сметы,[ru-RU] AFE,STD,FALSE,SYSTEM,56:00.2,725491a35e1548f6ab8127d938511bae,NULL,70f7e0a53d5b4e34b74a2050b03208ec,NULL,NULL
en-US,TYPE.AFE,AFE,AFE,STD,FALSE,NULL,28:53.6,a68d331fee03402dab413398db8aafdc,NULL,d66b144728224de6a36809f9be172f43,NULL,NULL
en-US,TYPE.AFE.DATA_STATUS,Data Status,Data Status,STD,FALSE,NULL,28:53.6,292d0cd439fc476caaf203a501589d02,NULL,cf90d258a7e443b1bb31faf784ae6841,NULL,NULL
ru-RU,TYPE.AFE.DATA_STATUS,[ru-RU] Data Status,[ru-RU] Data Status,STD,FALSE,NULL,28:53.6,1bd34a141d414fcc86fb0002fabed57f,NULL,e485d630890f46c1a537a30cdb488831,NULL,NULL
ru-RU,TYPE.AFE.DEPARTMENT,[ru-RU] Department,[ru-RU] Department,STD,FALSE,NULL,28:53.6,2dede44d6ab94543bc8e281d69f72506,NULL,0ad6d960ff6344c6b99a811dae0c8423,NULL,NULL
en-US,TYPE.AFE.DEPARTMENT,Department,Department,STD,FALSE,NULL,28:53.6,2e36e718f530445ba7668272258bea55,NULL,5c89947ce3324517856fc3253e4d53d0,NULL,NULL
en-US,TYPE.AFE.EXCHANGE_RATE,Exchange Rate (1 Primary = x Secondary),Exchange Rate (1 Primary = x Secondary),STD,FALSE,NULL,28:53.6,8b779a41569446cb97967561c1890d79,NULL,6a30d97b819546b195e9619472b57f8b,NULL,NULL
ru-RU,TYPE.AFE.EXCHANGE_RATE,[ru-RU] Exchange Rate (1 Primary = x Secondary),[ru-RU] Exchange Rate (1 Primary = x Secondary),STD,FALSE,NULL,28:53.6,c2c11e11d68942c0a7d54e99b767a1c5,NULL,46abfe9cd2f248cdabdbad03f89717d9,NULL,NULL
ru-RU,TYPE.AFE.EXPIRE_REASON,[ru-RU] Expiration Reason,[ru-RU] Expiration Reason,STD,FALSE,NULL,28:53.6,186a910b6c574728b0a3b850e691bb7e,NULL,b3342ab02a884d4886815bb73983ecf2,NULL,NULL
en-US,TYPE.AFE.EXPIRE_REASON,Expiration Reason,Expiration Reason,STD,FALSE,NULL,28:53.6,dfce0b2f7ac443c29c646286f90e87f6,NULL,3152eb34f0c14741bacb006b4e838931,NULL,NULL
en-US,TYPE.AFE.LEGACY_ID,Legacy ID,Legacy ID,STD,FALSE,NULL,28:53.6,0b04762984ef4b348dd2e745e9064a2e,NULL,c5a54627d57b4bd3b558eb0fc616bcc6,NULL,NULL
ru-RU,TYPE.AFE.LEGACY_ID,[ru-RU] Legacy ID,[ru-RU] Legacy ID,STD,FALSE,NULL,28:53.6,ccc27cd241ee4190b8f9ac4f37a38d5c,NULL,705e0019379e473092998725b4d32ca5,NULL,NULL
ru-RU,TYPE.AFE.NAME,Название,[ru-RU] Name,STD,FALSE,SYSTEM,56:00.2,8ea423bf6a3241b2a920f7f1e8b16043,NULL,685800c256104810840d50b8b717d220,NULL,NULL
en-US,TYPE.AFE.NAME,Name,Name,STD,FALSE,NULL,28:53.6,8b8482cb19dd42888b8dcc5d9b12f883,NULL,96eaa172dc1b4233bd21105328cb5ffa,NULL,NULL
en-US,TYPE.AFE.NUMBER,Number,Number,STD,FALSE,NULL,28:53.6,46bec879fd484f7fa13fd164b212155e,NULL,ecc0b3fd42814c47a8b0140a7bab5366,NULL,NULL
ru-RU,TYPE.AFE.NUMBER,[ru-RU] Number,[ru-RU] Number,STD,FALSE,NULL,28:53.6,8184b864b9a841a6a15457d7579de796,NULL,d1719837fb3b4037a21ce33eb2d3423d,NULL,NULL
ru-RU,TYPE.AFE.PREPARER,[ru-RU] Preparer,[ru-RU] Preparer,STD,FALSE,NULL,28:53.6,2b1514567e844707bf66a7ddbd4b1b06,NULL,5eabbb8f0d134748b812ee7844a79b57,NULL,NULL
en-US,TYPE.AFE.PREPARER,Preparer,Preparer,STD,FALSE,NULL,28:53.6,d1bfd87ed2ea4aa6bfd4b4e3b9e4a9c3,NULL,c9dc7d31fa344b8d9411d3e4a76e43f7,NULL,NULL
en-US,TYPE.AFE.PRI_CURRENCY,Primary Currency,Primary Currency,STD,FALSE,NULL,28:53.6,1c4098b3f0af42e3a4d94bab37767bb3,NULL,0b20132dbadc42e1b053e277e91a30dd,NULL,NULL
ru-RU,TYPE.AFE.PRI_CURRENCY,[ru-RU] Primary Currency,[ru-RU] Primary Currency,STD,FALSE,NULL,28:53.6,6dba99b5740d47fa9ec2697f47999419,NULL,909e58a7723244d9a0092922093efc64,NULL,NULL
ru-RU,TYPE.AFE.PURPOSE,[ru-RU] Purpose,[ru-RU] Purpose,STD,FALSE,NULL,28:53.6,8e9bf8d0e0064a5eb801f94a0f0df68e,NULL,2de3640b60ac4111a800d37c3e497fe0,NULL,NULL
en-US,TYPE.AFE.PURPOSE,Purpose,Purpose,STD,FALSE,NULL,28:53.6,0a524dbdc49447a8813477b2c658ef0b,NULL,c9761d1c69724e1db553fc9257c4953c,NULL,NULL
en-US,TYPE.AFE.SEC_CURRENCY,Secondary Currency,Secondary Currency,STD,FALSE,NULL,28:53.6,0d5f916f1d1e4a83b16cfd84c32d9555,NULL,c3e66138419f4971abaff8d42cca7bb3,NULL,NULL
ru-RU,TYPE.AFE.SEC_CURRENCY,[ru-RU] Secondary Currency,[ru-RU] Secondary Currency,STD,FALSE,NULL,28:53.6,bdf4741e49704948a138510c9f77402a,NULL,e5753d600e774fffb9147bae240cc12e,NULL,NULL
ru-RU,TYPE.AFE.STATUS,[ru-RU] Status,[ru-RU] Status,STD,FALSE,NULL,28:53.6,3438126a3f52442ab1ad722af684de2b,NULL,d47060d3f5844bc0b32d4f8005ec1ede,NULL,NULL
en-US,TYPE.AFE.STATUS,Status,Status,STD,FALSE,NULL,28:53.6,1117ffe704f84fd3b6638fa9cd16dd98,NULL,ec0c62857f184f01a1e92e33850a984d,NULL,NULL
en-US,TYPE.AFE.TYPE,Type,Type,STD,FALSE,NULL,28:53.6,36b2bd3809754060bb2a1c7e3d9b31ac,NULL,2a85d0fc00e44360a6ce07ecc9107c02,NULL,NULL
ru-RU,TYPE.AFE.TYPE,[ru-RU] Type,[ru-RU] Type,STD,FALSE,NULL,28:53.6,d39e3157098f407fa7a924ba27af5b7f,NULL,5bbd4a6985ee40d695ff3f94295991de,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL,Утверждение расходных смет,[ru-RU] AFE Approval,STD,FALSE,SYSTEM,56:00.2,37d0d874fa2446428ae878abb496c912,NULL,08642368456b4bfbae5e4ee5b33c822b,NULL,NULL
en-US,TYPE.AFE_APPROVAL,AFE Approval,AFE Approval,STD,FALSE,NULL,28:53.6,90cba8bd819c4aa09a91cc20044d950b,NULL,5b1fa624c8ba4a989e1e83b1cf8a2428,NULL,NULL
en-US,TYPE.AFE_APPROVAL.APPROVED_BY,Approved By,Approved By,STD,FALSE,NULL,28:53.6,15cc63fddb1043e49c64415a91fe4f2d,NULL,22c8fda4b4174e2eb71d6c4ec04c4d26,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.APPROVED_BY,[ru-RU] Approved By,[ru-RU] Approved By,STD,FALSE,NULL,28:53.6,f7a77aeac0154133bfaf80fdc8919e39,NULL,4fcfc679b1404071a38b9ab49398718a,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.COMMENTS,Комментарии,[ru-RU] Comments,STD,FALSE,SYSTEM,56:00.2,f86018d4064c4468ac9cb152374d5fc4,NULL,43d9314274b1474c9ac6512a04239c12,NULL,NULL
en-US,TYPE.AFE_APPROVAL.COMMENTS,Comments,Comments,STD,FALSE,NULL,28:53.6,e1756cba6feb46a19bfeaa1d4ddb9a79,NULL,0d5200695b8a479d9441da4a3a6fd5aa,NULL,NULL
en-US,TYPE.AFE_APPROVAL.COMPANY_ID,Company,NULL,STD,FALSE,NULL,28:53.6,84fb19287a594a21bae0117d0427e0d4,NULL,3312cf8eafb5487ebbc6d44b5816ad90,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.COMPANY_ID,[ru-RU] Company,NULL,STD,FALSE,NULL,28:53.6,9f218618cccc469ca4f2472fbcfb61ef,NULL,ce9947eca79249f7ad8f819fdf59c48d,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,28:53.6,42eb740be65243059e572359b85c22b6,NULL,762eb5171951437fb1a418054a5c81d4,NULL,NULL
en-US,TYPE.AFE_APPROVAL.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,28:53.6,3dd3801fa4744b85aae82e507df356fd,NULL,f5831026da0a4a6d872cbedbbc09013c,NULL,NULL
en-US,TYPE.AFE_APPROVAL.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,28:53.6,e576a670c4f14f1cb5680934890728e5,NULL,c61a3fd7fb6c4a3692a33d1e5e032af5,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,28:53.6,dc98c822758f4d34a082c926721dd684,NULL,5db7196e1bca440a993c3cb087a68129,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.END_DATETIME,Дата/время окончания,NULL,STD,FALSE,SYSTEM,56:00.2,c517604cca5042b28d77102cf7ca0e0e,NULL,1ed5946d3f044230be33e129343b9c4e,NULL,NULL
en-US,TYPE.AFE_APPROVAL.END_DATETIME,End Datetime,NULL,STD,FALSE,NULL,28:53.6,afe012006cb147f4ad9c96a9bd576268,NULL,5704ecf9fd0d4e9884b0f6bd257568fb,NULL,NULL
en-US,TYPE.AFE_APPROVAL.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,28:53.6,7946ea397b9f4e3a810ed0a477cbd1a5,NULL,40d325ac63a746f4af8a422d7d69f903,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,28:53.6,212aed09f8934c8cb548f6f2affd8295,NULL,cde3ca8908da494a80bb92be59625875,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.ITEM_ID,Item ID,NULL,STD,FALSE,NULL,28:53.6,8f4e5dd8304444fc8b590f3c3a62f751,NULL,04089dc06ca74e07b61532b276bb4c68,NULL,NULL
en-US,TYPE.AFE_APPROVAL.ITEM_ID,Item ID,NULL,STD,FALSE,NULL,28:53.6,c0ac3642e436438cb9f87741cb103f76,NULL,273357e1b71a4890b67216c3bd508e3d,NULL,NULL
en-US,TYPE.AFE_APPROVAL.LAST_UPDT_DATE,Last Update Date,NULL,STD,FALSE,NULL,28:53.6,f5cceab45e2e4ccc9c3eb6bbef2b0bd0,NULL,bbde5b4221af4f3cb02c0bd3598fe6bb,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.LAST_UPDT_DATE,Дата изменения,NULL,STD,FALSE,SYSTEM,56:00.2,b1c1785e49e74f3a8e96cf3fc574e813,NULL,37afc2b330cc435995c55317d57276fb,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.LAST_UPDT_USER,Пользователь,NULL,STD,FALSE,SYSTEM,56:00.2,48ef7517356a43939e880633d5d074f2,NULL,1b5933b623ce4d5195c705c44d484622,NULL,NULL
en-US,TYPE.AFE_APPROVAL.LAST_UPDT_USER,Last Update User,NULL,STD,FALSE,NULL,28:53.6,51988619a524497ea443a0ec84b227f1,NULL,ad7642d2381448978d788e4402bae0e2,NULL,NULL
en-US,TYPE.AFE_APPROVAL.PERIOD,Period,NULL,STD,FALSE,NULL,28:53.6,24ae1a29c3c0440da4670f00be41b16c,NULL,d5af4dd8b583433695f1a05a6a626ce3,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.PERIOD,Period,NULL,STD,FALSE,NULL,28:53.6,996f5c92482344fa83f6de140fe7e0ca,NULL,b61af4842f0d4228bc93eca968d2f303,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.ROW_ID,Row ID,NULL,STD,FALSE,NULL,28:53.6,d89c92ee3f0a480fa0e5044d222ae8ed,NULL,cf2fd42d25194a12a1171080fdd04f21,NULL,NULL
en-US,TYPE.AFE_APPROVAL.ROW_ID,Row ID,NULL,STD,FALSE,NULL,28:53.6,1e1db4a2d2c34c58b862929a09526d37,NULL,27cde04eebe24a8bb527f8994520abc2,NULL,NULL
en-US,TYPE.AFE_APPROVAL.ROW_STATUS,Row Status,NULL,STD,FALSE,NULL,28:53.6,4f03fbb47bd3423d9e387662bbb658c2,NULL,97636c7496f4402ea87751cd43a129d3,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.ROW_STATUS,Row Status,NULL,STD,FALSE,NULL,28:53.6,552f30412bc04cccbe90b0758f82a63f,NULL,e63d503672464c09b0ef302ec6e7e857,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.START_DATETIME,Дата/время,NULL,STD,FALSE,SYSTEM,56:00.2,5414ecf517fe4772816caa381fff060b,NULL,2d258ace54374947907e76d2f24cf76d,NULL,NULL
en-US,TYPE.AFE_APPROVAL.START_DATETIME,Datetime,NULL,STD,FALSE,NULL,28:53.6,f614230215d54c2c8f4b6f25fecff9bb,NULL,e36a39c637f44c628911d2c6c6d6642c,NULL,NULL
en-US,TYPE.AFE_APPROVAL.STATUS,Approval Status,NULL,STD,FALSE,NULL,28:53.6,85658b7e44cd43ce871f92783b982118,NULL,73133fa7c6e6402581da21a5a384a595,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.STATUS,[ru-RU] Approval Status,NULL,STD,FALSE,NULL,28:53.6,70deddf5fa564c048c68fec02aca8018,NULL,20fa8532c2f346df8ab08a05b7cd3929,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.UPDATE_SOURCE,Update Source,NULL,STD,FALSE,NULL,28:53.6,8e0df9150c7947b8a3919fc783612dc2,NULL,84fecb889e17426ea1544cc8c626b029,NULL,NULL
en-US,TYPE.AFE_APPROVAL.UPDATE_SOURCE,Update Source,NULL,STD,FALSE,NULL,28:53.6,0e969bcbce274cf98af16e7313d76233,NULL,4106c05226d94004b9cc4839e9df6c76,NULL,NULL
en-US,TYPE.AFE_APPROVAL.VERSION,Row Version,NULL,STD,FALSE,NULL,28:53.6,db4132f21cc34532810bb197232deb7e,NULL,ad1c203af1d54e14a98b09babc6975ea,NULL,NULL
ru-RU,TYPE.AFE_APPROVAL.VERSION,Row Version,NULL,STD,FALSE,NULL,28:53.6,8737276402d9449a9c1200e4ecd316ce,NULL,22de2e1ded7547b89436acdcb8350b85,NULL,NULL
ru-RU,TYPE.AFE_COMP_ITEM,[ru-RU] Stakeholders,[ru-RU] Stakeholders,STD,FALSE,NULL,28:53.6,a75cd3fad1d640fb9ed93381422f8c38,NULL,2a9b3a37ab784de5b20ab6bd2d2a6291,NULL,NULL
en-US,TYPE.AFE_COMP_ITEM,Stakeholders,Stakeholders,STD,FALSE,NULL,28:53.6,f24806f9e0a64625ab8d437d6e8a074c,NULL,67cb980224564d079e8d31f9f8781a47,NULL,NULL
en-US,TYPE.AFE_COMP_ITEM.APPROVER,Approver?,Approver?,STD,FALSE,NULL,28:53.6,eee7f3868c40468ab2dd96d5755a4f9a,NULL,27952b83c89b47fd96618713417b465b,NULL,NULL
ru-RU,TYPE.AFE_COMP_ITEM.APPROVER,[ru-RU] Approver?,[ru-RU] Approver?,STD,FALSE,NULL,28:53.6,579f9c93d0094301bac9067f00241aec,NULL,6c309d1daacf4393ad3e297ad9d5eb2a,NULL,NULL
ru-RU,TYPE.AFE_COMP_ITEM.INFORMATION,[ru-RU] For information only?,[ru-RU] For information only?,STD,FALSE,NULL,28:53.6,1b072840e29a4ee0a5ba479fa6bfc68e,NULL,876a2dbdb3a443e1b168157714286283,NULL,NULL
en-US,TYPE.AFE_COMP_ITEM.INFORMATION,For information only?,For information only?,STD,FALSE,NULL,28:53.6,ce9ab305f11e41bb85c6652359bfff09,NULL,c09f389f470c471489845de0c2162635,NULL,NULL
en-US,TYPE.AFE_COMP_ITEM.RESPONSIBLE,Responsible?,Responsible?,STD,FALSE,NULL,28:53.6,ac60373ac8f142cf9a143a3583b30065,NULL,c14394c37fc34c6487208eef52aeb336,NULL,NULL
ru-RU,TYPE.AFE_COMP_ITEM.RESPONSIBLE,[ru-RU] Responsible?,[ru-RU] Responsible?,STD,FALSE,NULL,28:53.6,08e63e4bd3d9404cb8bb4c590d6a97e0,NULL,cbe758844c4a4f1d9e15ef2b75a103e9,NULL,NULL
ru-RU,TYPE.AFE_DOC,Документы по расходным сметам,[ru-RU] AFE Documents,STD,FALSE,SYSTEM,56:00.2,35dba44ab8c64e6aa26878fd9fa40be5,NULL,d6510274fc1e4777b9125d1a7bd86b11,NULL,NULL
en-US,TYPE.AFE_DOC,AFE Documents,AFE Documents,STD,FALSE,NULL,28:53.6,f97e4ef62f9d40299ea010f317a9cf2c,NULL,20cc6bc9ae954ff580d9b8b86a6410e4,NULL,NULL
en-US,TYPE.AFE_EST_LINES,AFE Estimate Line Item,AFE Estimate Line Item,STD,FALSE,NULL,28:53.6,e9b8a3f6951c470eb1063131019e3c15,NULL,60c7b7013eca46abaa74f062af856398,NULL,NULL
ru-RU,TYPE.AFE_EST_LINES,[ru-RU] AFE Estimate Line Item,[ru-RU] AFE Estimate Line Item,STD,FALSE,NULL,28:53.6,60c7a7c6925841bcbe5b8c5ce11e2f26,NULL,3c6f1abba4df4b719ba91a7fffba10e4,NULL,NULL
ru-RU,TYPE.AFE_EST_LINES.CATEGORY,[ru-RU] Category,[ru-RU] Category,STD,FALSE,NULL,28:53.6,56b253dd13e24fa3ad3fdb65608cb28c,NULL,3cf95d58e52642c1921f66530fbcd1e7,NULL,NULL
en-US,TYPE.AFE_EST_LINES.CATEGORY,Category,Category,STD,FALSE,NULL,28:53.6,3522c95420f84aa09e97b19204e09165,NULL,5e4343452dd14c1dae153137fdd1d8fd,NULL,NULL
