CULTURE,ID,SHORT_LABEL,MOBILE_LABEL,LAYER_NAME,HIDDEN,LAST_UPDT_USER,LAST_UPDT_DATE,VERSION,DB_ID,ROW_ID,STATUS,REV_GRP_ID
en-US,TYPE.POLYNOM.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:02.7,838a741e71fb4e5da8d58449f2687ee6,NULL,b54cb59fb0b643988d02b1368d0e362a,NULL,NULL
ru-RU,TYPE.POLYNOM.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:02.7,8524c737df6247d79241abbb944109cc,NULL,639ff13273d64f33934f94b5c893650a,NULL,NULL
ru-RU,TYPE.POLYNOM.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,27:02.7,c4311b3752cb427fbd746522eafd5f4b,NULL,84fed6d8fec14d008b0e1df5984b2ce1,NULL,NULL
en-US,TYPE.POLYNOM.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,27:02.7,4a936357b6214402afccb4c1c01e760a,NULL,4a2dfa47705f4a18acc6a677c1b3eee2,NULL,NULL
en-US,TYPE.POLYNOM.DEGREE,Degree,NULL,STD,FALSE,NULL,27:02.7,96efd0dbe55c40768465002b046e1596,NULL,8221dfa713664601aa65bf4a7d65f373,NULL,NULL
ru-RU,TYPE.POLYNOM.DEGREE,[ru-RU] Degree,NULL,STD,FALSE,NULL,27:02.7,227649fba4864357b041251c0edc22fe,NULL,fda5ab500ca049929f2df31c0aabc5c8,NULL,NULL
ru-RU,TYPE.POLYNOM.END_DATETIME,Дата/время окончания,NULL,STD,FALSE,SYSTEM,56:00.2,c0afb4cff7f242cf958ae5a75275af2c,NULL,ae4126db99bd4ade8a1e8ebbc54e2836,NULL,NULL
en-US,TYPE.POLYNOM.END_DATETIME,End,NULL,STD,FALSE,NULL,27:02.7,bb9b0e0514414943bbbf07d73eac02f0,NULL,2de8c3264aa54398869d9e8b8030bcaf,NULL,NULL
en-US,TYPE.POLYNOM.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,27:02.7,dcab0a5f65c64dba89d9b9d9d630023b,NULL,eb85373826fc4957ab140f6ff722ee86,NULL,NULL
ru-RU,TYPE.POLYNOM.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,27:02.7,fbe1d11c39ff454e9b36ee9cf743164c,NULL,48c173f8535d4a0cbd2965d87dc66d94,NULL,NULL
ru-RU,TYPE.POLYNOM.ITEM_ID,Item ID,NULL,STD,FALSE,NULL,27:02.7,81420744ae6d40bea4862444050b63db,NULL,915743a8399d4631aa9b9f45091ea667,NULL,NULL
en-US,TYPE.POLYNOM.ITEM_ID,Item ID,NULL,STD,FALSE,NULL,27:02.7,f5b3e4d22bff443dbf46486115934717,NULL,099eee833b694e12a0d6fa3bb7dea77d,NULL,NULL
en-US,TYPE.POLYNOM.LAST_UPDT_DATE,Last Update Date,NULL,STD,FALSE,NULL,27:02.7,04f1d39c9be04119a6b4c1d63e37bc8a,NULL,b9c1be323cdf4bef974ac5c23ed40ce9,NULL,NULL
ru-RU,TYPE.POLYNOM.LAST_UPDT_DATE,Дата изменения,NULL,STD,FALSE,SYSTEM,56:00.2,39a43754596c49ecb2a3aae53c281419,NULL,fff5f6888c094b2390486f85555384f1,NULL,NULL
ru-RU,TYPE.POLYNOM.LAST_UPDT_USER,Пользователь,NULL,STD,FALSE,SYSTEM,56:00.2,4dffca4dafd747f69e09f66273631d07,NULL,9e7650267cbd4fc48def70d1b0678405,NULL,NULL
en-US,TYPE.POLYNOM.LAST_UPDT_USER,Last Update User,NULL,STD,FALSE,NULL,27:02.7,b9cbd3dd01864cc8997cb1330b622917,NULL,a404f168fcf14921a6c6cccde54b414d,NULL,NULL
en-US,TYPE.POLYNOM.PERIOD,Period,NULL,STD,FALSE,NULL,27:02.7,2de3ed1a69f04dddb920493fe00a6d5e,NULL,a2805e1a8bc14a6b96ec470648860318,NULL,NULL
ru-RU,TYPE.POLYNOM.PERIOD,Period,NULL,STD,FALSE,NULL,27:02.7,f2206c621239427b8dd922c6d390a729,NULL,b85c85d437094e72bafef88ebc0891c0,NULL,NULL
ru-RU,TYPE.POLYNOM.POLY_TYPE,[ru-RU] Polynom Type,NULL,STD,FALSE,NULL,27:02.7,d8cad561c95440f893ff0bb6ade85a2d,NULL,79e966e3f855499484aa7eeca22f0b30,NULL,NULL
en-US,TYPE.POLYNOM.POLY_TYPE,Polynom Type,NULL,STD,FALSE,NULL,27:02.7,db5820e9a8114db4b499ebd33266d2e2,NULL,1f4fdc03fa72482f809c9f867c2b794b,NULL,NULL
en-US,TYPE.POLYNOM.ROW_ID,Row ID,NULL,STD,FALSE,NULL,27:02.7,6b0b7b6690fe4d81adc4fa3c471da01b,NULL,6ad9065d31724cfbbab7b192b94e962a,NULL,NULL
ru-RU,TYPE.POLYNOM.ROW_ID,Row ID,NULL,STD,FALSE,NULL,27:02.7,43220344e4f34de2b3269cb5151bfe8f,NULL,c880ecbd3ae340cca26d0e92fc62bd5e,NULL,NULL
ru-RU,TYPE.POLYNOM.ROW_STATUS,Row Status,NULL,STD,FALSE,NULL,27:02.7,4b5dd58fded54a5f89f99990b4c2b1df,NULL,a776ef7a41d94656baf8dd8291969a69,NULL,NULL
en-US,TYPE.POLYNOM.ROW_STATUS,Row Status,NULL,STD,FALSE,NULL,27:02.7,2cd0c6463ef343a789b12520340d27e3,NULL,ee0ae64b8721404c9b62d0172afcff47,NULL,NULL
en-US,TYPE.POLYNOM.START_DATETIME,Start,NULL,STD,FALSE,NULL,27:02.7,70af80519bf34cf08d5daa5f002bdb6f,NULL,537be85ab12c457486ae206ed559acbb,NULL,NULL
ru-RU,TYPE.POLYNOM.START_DATETIME,Дата/время,NULL,STD,FALSE,SYSTEM,56:00.2,a1d60ac8dfd64382aae81b29658396e9,NULL,0b9d75b2ac8c4495bae8af3763a3782a,NULL,NULL
ru-RU,TYPE.POLYNOM.TRANS_PROP,Атрибут транзакции,NULL,STD,FALSE,SYSTEM,56:00.2,dbd377bd0f3a40c6bc29d01ec94ea4b1,NULL,006c2da6ee0346d79b790e485967dcd6,NULL,NULL
en-US,TYPE.POLYNOM.TRANS_PROP,Transaction Property,NULL,STD,FALSE,NULL,27:02.7,7d2f65f80f384edd9880a0f8c311dbca,NULL,a05d97dca658415292b5187df993bc5b,NULL,NULL
en-US,TYPE.POLYNOM.TRANS_TYPE,Transaction Type,NULL,STD,FALSE,NULL,27:02.7,d1ae1c9f7dd4470684eef30b7de5433d,NULL,8748b2426e6c4071998d789d6aca4484,NULL,NULL
ru-RU,TYPE.POLYNOM.TRANS_TYPE,Тип транзакции,NULL,STD,FALSE,SYSTEM,56:00.2,061b8b16786348708cde7a4c09caa635,NULL,1b0a2420b2eb47e88fac931fe19425d8,NULL,NULL
ru-RU,TYPE.POLYNOM.UPDATE_SOURCE,Update Source,NULL,STD,FALSE,NULL,27:02.7,304e18cb920a4dfa87b87b17c4a1a252,NULL,48ee69d9e1b347f18084919229b0cb55,NULL,NULL
en-US,TYPE.POLYNOM.UPDATE_SOURCE,Update Source,NULL,STD,FALSE,NULL,27:02.7,ed95b3811d764ab39c33aaaadf1cc54e,NULL,1ce131046a1c4176ad767bfd5a0192cd,NULL,NULL
en-US,TYPE.POLYNOM.VERSION,Row Version,NULL,STD,FALSE,NULL,27:02.7,d69ce2013d444cea931e5e9aeef561ab,NULL,48b2446079894de099afb5a8a9e455c2,NULL,NULL
ru-RU,TYPE.POLYNOM.VERSION,Row Version,NULL,STD,FALSE,NULL,27:02.7,add3d77ad7ec456588fe21451f2fc85b,NULL,e6f5ada19a76422e98919161147ab688,NULL,NULL
ru-RU,TYPE.POLYNOM.ZERO_DATE,[ru-RU] Zero Date,NULL,STD,FALSE,NULL,27:02.7,b581d403ea774f9899524034d1c83457,NULL,05c7cadb7e384152b6ad2ba523e83f76,NULL,NULL
en-US,TYPE.POLYNOM.ZERO_DATE,Zero Date,NULL,STD,FALSE,NULL,27:02.7,d3f88acb8de64a31ba86a4f18023ebf7,NULL,332383644a38480dbb085dac600b6448,NULL,NULL
en-US,TYPE.POTENTIAL_DAY,Daily Potential,NULL,STD,FALSE,NULL,27:52.1,7d56e70727ad491e8c436f9b80c209c5,NULL,9b397c3e569047848730314b7a172399,NULL,NULL
ru-RU,TYPE.POTENTIAL_DAY,Суточный потенциал,NULL,STD,FALSE,SYSTEM,56:00.2,216b20696f544f7b8c151e2302616c7d,NULL,27b44fc06ed844d1a49e0d729f735f2a,NULL,NULL
ru-RU,TYPE.POTENTIAL_MTH,Ежемесячный потенциал,NULL,STD,FALSE,SYSTEM,56:00.2,818a86456f1c4cf999321d246b412daf,NULL,552aad473c4e41f3a3051f582b1ff46e,NULL,NULL
en-US,TYPE.POTENTIAL_MTH,Monthly Potential,NULL,STD,FALSE,NULL,27:52.1,548ddd2e12a94a5991a5c775ca4748d1,NULL,f2ff05f79fad47f59fec94f28d346ab1,NULL,NULL
en-US,TYPE.POTENTIAL_WK,Weekly Potential,NULL,STD,FALSE,NULL,27:52.1,5bed164c72f342898e181a4ce7444423,NULL,9787079bd97e4ca483827dfa467bf4f1,NULL,NULL
ru-RU,TYPE.POTENTIAL_WK,Недельный потенциал,NULL,STD,FALSE,SYSTEM,56:00.2,14d70615c3d240d8894a5c185296280c,NULL,9b64242e0c6744d4aaa1c6f327c3c000,NULL,NULL
ru-RU,TYPE.PR_SYS_SOL_RES.BOT_HOLE_PRESS,Забойное давление,Забойное давление,STD,FALSE,SYSTEM,55:53.6,9578956d2a314feaa261c4c8f6991ba3,NULL,d94cd66cc67940acbb62fc2b374fc9d7,NULL,NULL
ru-RU,TYPE.PR_SYS_SOL_RES.GAS_PROD_RATE,Дебит газа,Дебит газа,STD,FALSE,SYSTEM,55:53.6,f52965f29487465b826c9c9842e455aa,NULL,5b3ff32bfd2642208f814ded5841ee2b,NULL,NULL
ru-RU,TYPE.PR_SYS_SOL_RES.LIFT_METHOD,Способ эксплуатации,Способ эксплуатации,STD,FALSE,SYSTEM,55:53.6,1d5474c7534748899714613e64bc61e4,NULL,9f9b3b83d961486397d736051e9e51b7,NULL,NULL
ru-RU,TYPE.PR_SYS_SOL_RES.LIQ_PROD_RATE,Дебит жидкости,Дебит жидкости,STD,FALSE,SYSTEM,55:53.6,10f67434c3c640b9bc6d42256059f14c,NULL,371b252183b34c109a9ff8578622bdc3,NULL,NULL
ru-RU,TYPE.PR_SYS_SOL_RES.OIL_PROD_RATE,Дебит нефти,Дебит нефти,STD,FALSE,SYSTEM,55:53.6,aa307a2f501d4ff192a4a7c3acbcd89f,NULL,2f0c67d842e74b078d6858080097c69a,NULL,NULL
ru-RU,TYPE.PR_SYS_SOL_RES.SOLUTION_METHOD,Метод расчета,Метод расчета,STD,FALSE,SYSTEM,55:53.6,fb3bcd209d8a437089c88eba6eff9f05,NULL,3d72b58418a84599b2bce77302417b3d,NULL,NULL
ru-RU,TYPE.PR_SYS_SOL_RES.START_DATETIME,Дата/время,Дата/время,STD,FALSE,SYSTEM,55:53.6,b3e261cb972e4c7a91da90e1ca72afe7,NULL,bff308d14f204bac9a08fd70da8a1280,NULL,NULL
ru-RU,TYPE.PR_SYS_SOL_RES.WATER_PROD_RATE,Дебит воды,Дебит воды,STD,FALSE,SYSTEM,55:53.6,6cfd91975ecd40bfbe3f7349b062c004,NULL,5026e94d72bf419fbcfecc01a53e1354,NULL,NULL
ru-RU,TYPE.PRC_MAIL_GROUP,[ru-RU] Mail Group to Process,[ru-RU] Desk Items,STD,FALSE,NULL,27:02.7,ee4629088eff4627bfa05717e9fcec28,NULL,7726ff5252d54e6e9855e76e64b1955d,NULL,NULL
en-US,TYPE.PRC_MAIL_GROUP,Mail Group to Process,Desk Items,STD,FALSE,NULL,27:02.7,252742f9f23141579afa86b98f86fe16,NULL,0d93678dc935449c9c9aedca8d3fa1b5,NULL,NULL
en-US,TYPE.PRC_RECIPIENT,Mail Recipient to Process,Desk Items,STD,FALSE,NULL,27:02.7,f46d27d65aca4abd99d89dbd5282ad91,NULL,fedfa9265de34570b127151c64ba1780,NULL,NULL
ru-RU,TYPE.PRC_RECIPIENT,[ru-RU] Mail Recipient to Process,[ru-RU] Desk Items,STD,FALSE,NULL,27:02.7,787fde9f8f3242f298236ccb45de31ae,NULL,a33b6ca8267d46ee856da56d795d3e1c,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY,Изм. давления по стволу,Изм. давления по стволу,STD,FALSE,SYSTEM,56:00.2,d42f58fdaa7c4b91ad7829836bc77b87,NULL,c644d980fc524ecf865768e1534b3b9f,NULL,NULL
en-US,TYPE.PRESS_SURVEY,Pressure Survey,Pressure survey,STD,FALSE,NULL,27:52.1,402c013bf1af4b62b14ce99bcda74479,NULL,7a17f917ff4749659bc4ce0332e4e220,NULL,NULL
en-US,TYPE.PRESS_SURVEY.COMMENTS,Comments,Comments,STD,FALSE,NULL,27:52.1,6269c1fd135f47b580ab2c46fd5db3e5,NULL,80776ecf08a7446691999c3c1cf6179c,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.COMMENTS,Комментарий,[ru-RU] Comments,STD,FALSE,SYSTEM,56:00.2,9c8d8c92938c41688d7069994074a363,NULL,5629b5ebd8334981972dddd988228229,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:52.1,970e34e1002c422cb997dfa4f26691cd,NULL,370bc8f326f14212957444b4e3c65689,NULL,NULL
en-US,TYPE.PRESS_SURVEY.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:52.1,c99965c054b04f7ab02bb10a960e52c8,NULL,bdb6f8f2914349d7bb5a3bed3090e80b,NULL,NULL
en-US,TYPE.PRESS_SURVEY.DATUM_DEPTH,Datum depth,Datum depth,STD,FALSE,NULL,27:52.1,78a5182a6e864949841f373133f4fe51,NULL,b28590393d834507acedce49f9d6c589,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.DATUM_DEPTH,[ru-RU] Datum depth,[ru-RU] Datum depth,STD,FALSE,NULL,27:52.1,3dd92e8fb2ad4f3db94b5f95c50aae02,NULL,3d30ef133216469698487b7fbbe79a13,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.DATUM_PRESSURE,[ru-RU] Datum pressure,[ru-RU] Datum pressure,STD,FALSE,NULL,27:52.1,7c88535870d94d20beb23e4703b8fc57,NULL,10513b75d3c9476391c123ddc563ac0a,NULL,NULL
en-US,TYPE.PRESS_SURVEY.DATUM_PRESSURE,Datum pressure,Datum pressure,STD,FALSE,NULL,27:52.1,e7a5b1ca51d144a0876b15e908534564,NULL,f4387686f62d4825aa3cc7c132120e7e,NULL,NULL
en-US,TYPE.PRESS_SURVEY.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,27:52.1,5576abbdcc5a423a937960612c290bab,NULL,e6f343446f43461ca7c2352eca1efcca,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.DB_ID,Last Update DB,NULL,STD,FALSE,NULL,27:52.1,ba63e806cc2d4bada7878a4ead0e11ec,NULL,4a53da1c7f9f4c578aa8656f36549d53,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.DEPTH,Глубина,[ru-RU] Depth,STD,FALSE,SYSTEM,56:00.2,5033d73d57a6496893125fd8b7c65470,NULL,9037bf04355643fda1ec77e7c83bd8d6,NULL,NULL
en-US,TYPE.PRESS_SURVEY.DEPTH,Depth,Depth,STD,FALSE,NULL,27:52.1,cb7d6f64ea6d4fdebd809d71582f35ee,NULL,2f8df616831e42e0a4e6dbe2f2ff7909,NULL,NULL
en-US,TYPE.PRESS_SURVEY.END_DATETIME,End Datetime,NULL,STD,FALSE,NULL,27:52.1,e0495ec293704361bb0cedfdb7cfba78,NULL,0901f3e6fd064f58b66ad023711c4987,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.END_DATETIME,Дата/время окончания,NULL,STD,FALSE,SYSTEM,56:00.2,182833bd624144ffbf480ebf426df698,NULL,be8dd4aa67e94c3b862483ddbc4375cf,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,27:52.1,6e433261ecfb43df9090a5b7ea962a9e,NULL,6b811ee306b84bae98958f95d481f700,NULL,NULL
en-US,TYPE.PRESS_SURVEY.EVENT_TYPE,Event Type,NULL,STD,FALSE,NULL,27:52.1,29020752c99042ccafe448facd748c68,NULL,d66873ac20204b69b2512e7a295bd08a,NULL,NULL
en-US,TYPE.PRESS_SURVEY.FLUID_LEVEL,Fluid Level,Fluid Level,STD,FALSE,NULL,27:52.1,fae6893075c24f38b77e85cdbe9b61a0,NULL,9297ed5d86bb4000b9f7b8264aa1f40d,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.FLUID_LEVEL,Уровень жидкости,[ru-RU] Fluid Level,STD,FALSE,SYSTEM,56:00.2,cd7b6055f36848f4b79d2e1379a4485f,NULL,a44c8399352b4c6195a5a04d88e7869d,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.GRADIENT,Градиент,[ru-RU] Gradient,STD,FALSE,SYSTEM,56:00.2,eaf5f7178fb4483b919f812fe928ad18,NULL,276cfbb92d41456390e964c0a9480363,NULL,NULL
en-US,TYPE.PRESS_SURVEY.GRADIENT,Gradient,Gradient,STD,FALSE,NULL,27:52.1,c4284bcdb73640e09ca8ab6fd7a23141,NULL,3778222672ee41a5bcf2cdc94900d975,NULL,NULL
en-US,TYPE.PRESS_SURVEY.ITEM_ID,Item ID,NULL,STD,FALSE,NULL,27:52.1,1b86a0eff85e44a8a02bdb2272a66606,NULL,c94ca774f4244e92998e8df96ac3c99c,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.ITEM_ID,Item ID,NULL,STD,FALSE,NULL,27:52.1,6f316a11991a4fff8fb352269dd8dff2,NULL,20ec8f8026ec44cbb6594536a1e68bc7,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.KELLY_BUSHING,[ru-RU] Kelly Bushing,[ru-RU] Kelly Bushing,STD,FALSE,NULL,27:52.1,18c6ef2dd3dd4ddd9e73b1c722064640,NULL,d1a4c3cb024845f39b3901c4e398b278,NULL,NULL
en-US,TYPE.PRESS_SURVEY.KELLY_BUSHING,Kelly Bushing,Kelly Bushing,STD,FALSE,NULL,27:52.1,cb08d5aea4e14d97bdb66eadb3d3758f,NULL,b723d95648f94c248da79e45a1f230e7,NULL,NULL
en-US,TYPE.PRESS_SURVEY.LAST_UPDT_DATE,Last Update Date,NULL,STD,FALSE,NULL,27:52.1,fa9479c74d09419eaafe8e9f4b7afaf5,NULL,ce2f5b2b3764469e890fb967a3297756,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.LAST_UPDT_DATE,Дата изменения,NULL,STD,FALSE,SYSTEM,56:00.2,df7ef9a3b464402f84d93c8bfa74c223,NULL,5d3b364999fd4512a97fed3af85fdc03,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.LAST_UPDT_USER,Пользователь,NULL,STD,FALSE,SYSTEM,56:00.2,5fe40abac3f74b968773be22d30fa5c3,NULL,f25ff501572b4fe285865891dc228b64,NULL,NULL
en-US,TYPE.PRESS_SURVEY.LAST_UPDT_USER,Last Update User,NULL,STD,FALSE,NULL,27:52.1,ac0edb98fb25408d9f4785c526529149,NULL,8fb175b6435040b995092817c5185f49,NULL,NULL
en-US,TYPE.PRESS_SURVEY.PERIOD,Period,NULL,STD,FALSE,NULL,27:52.1,eb44d9359d804ebf8602a72eee72df34,NULL,b0e36ec17bd34c2a8b2b2dcafef72265,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.PERIOD,Period,NULL,STD,FALSE,NULL,27:52.1,6997b6a184444954a669d318072a3697,NULL,e7f88f159bbb4ecc8914365e05913e35,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.PRESSURE,Давление,[ru-RU] Pressure,STD,FALSE,SYSTEM,56:00.2,e048ebbe8cee42e1b385a4b61fb5dde0,NULL,4eb25b241c2b41e881cdce09e89fa782,NULL,NULL
en-US,TYPE.PRESS_SURVEY.PRESSURE,Pressure,Pressure,STD,FALSE,NULL,27:52.1,897f32d35d2548a1afb5c843483ce3bb,NULL,0cb155f264324481ace3b11ef44fb200,NULL,NULL
en-US,TYPE.PRESS_SURVEY.ROW_ID,Row ID,NULL,STD,FALSE,NULL,27:52.1,24d6374433b8467f8b2475e415651147,NULL,6a5f969eac8945f6ad6183d8d86fff88,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.ROW_ID,Row ID,NULL,STD,FALSE,NULL,27:52.1,15395d43e11f45fc858bcbf76f20d6db,NULL,e2c775fb861f4553a07351e769d1347d,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.ROW_STATUS,Row Status,NULL,STD,FALSE,NULL,27:52.1,33419b453243430abc22695f18efd59d,NULL,a14c10b606ea4a169788d3e9ce249470,NULL,NULL
en-US,TYPE.PRESS_SURVEY.ROW_STATUS,Row Status,NULL,STD,FALSE,NULL,27:52.1,a3bf4e8dd06c45d2a2d79433a308f683,NULL,c8acce7503f94e7e9924dd3361fb25bb,NULL,NULL
en-US,TYPE.PRESS_SURVEY.SHUT_IN_TIME,Shut in time,Shut in time,STD,FALSE,NULL,27:52.1,63acdc4b1172412f97097f8dfaea4977,NULL,1cc1b3da90e843869165140276002c72,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.SHUT_IN_TIME,[ru-RU] Shut in time,[ru-RU] Shut in time,STD,FALSE,NULL,27:52.1,c59337f910a0440ba2beedb528f0f0bb,NULL,e4a26a61e03d441799de976682c79115,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.START_DATETIME,Дата/время,NULL,STD,FALSE,SYSTEM,56:00.2,61a6cce83a5a4903b0d2b239cdd9b51f,NULL,5f42eb41799b4d5baf72036917a6561c,NULL,NULL
en-US,TYPE.PRESS_SURVEY.START_DATETIME,Datetime,NULL,STD,FALSE,NULL,27:52.1,342cdc7bff794534985ca9106ed943e3,NULL,bf9c4505ebff48c38dfab8f4b0c16c68,NULL,NULL
en-US,TYPE.PRESS_SURVEY.SURVEY_ID,Survey ID,Survey ID,STD,FALSE,NULL,27:52.1,a057627bb24444f99f9714eda4c81052,NULL,f4ff9ed69ad24bd6bd93d4c8fa39a986,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.SURVEY_ID,Survey ID,[ru-RU] Survey ID,STD,FALSE,NULL,27:52.1,b538a1de94bc48808af249661c4ae39c,NULL,9b3dfb3f44ad447488464410a2bd768e,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.TEMP,Температура,[ru-RU] Temperature,STD,FALSE,SYSTEM,56:00.2,47fecba5e6554185824b33540ab9702a,NULL,5c28f25fdcad4264a8d859824a0fae31,NULL,NULL
en-US,TYPE.PRESS_SURVEY.TEMP,Temperature,Temperature,STD,FALSE,NULL,27:52.1,aea45ec70aba4cb2802e8403a1770c4a,NULL,d211245d539142efb902f39e8a555bd8,NULL,NULL
en-US,TYPE.PRESS_SURVEY.TEST_TYPE,Test type,Test type,STD,FALSE,NULL,27:52.1,e62d5e08e8c041608bff9aef1dc7f7a6,NULL,be1d5466e0d8480abab55d2a83b25773,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.TEST_TYPE,Тип,[ru-RU] Test type,STD,FALSE,SYSTEM,56:00.2,5f12b4b513a640f59cc2e8a38ca8a687,NULL,2d2a609904774565802074039bde47fe,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.UPDATE_SOURCE,Update Source,NULL,STD,FALSE,NULL,27:52.1,7ae89d6d4edf416b939b19cda8bd5c60,NULL,de1d5a1b03cc42d79e267ed6cf6d6c12,NULL,NULL
en-US,TYPE.PRESS_SURVEY.UPDATE_SOURCE,Update Source,NULL,STD,FALSE,NULL,27:52.1,ac0d7def7db34c00883474e9bf3aff54,NULL,d69f2fb5fd114f01b51f5ff78298dbb8,NULL,NULL
en-US,TYPE.PRESS_SURVEY.VERSION,Row Version,NULL,STD,FALSE,NULL,27:52.1,1f35538280ac459a9a5bd3d88a4ce5e1,NULL,bcadf01c0aba494783100bc1fc654364,NULL,NULL
ru-RU,TYPE.PRESS_SURVEY.VERSION,Row Version,NULL,STD,FALSE,NULL,27:52.1,6bde4e19cde24274906d3ba358272f1d,NULL,480026f73c454597a928d0b05b80483f,NULL,NULL
ru-RU,TYPE.PRESS_TRNS_TST,ГДИ,ГДИ,STD,FALSE,SYSTEM,56:00.2,ad961ef30ed84ab4a17ae2dcb578c1ec,NULL,3468e35e68c347a1892db9e800589253,NULL,NULL
en-US,TYPE.PRESS_TRNS_TST,Pressure Transient Test,Pressure transient test,STD,FALSE,NULL,27:52.1,192f09b171aa4f13b2de4323dbf4505b,NULL,25e5f994f8a849bea331654946d8309f,NULL,NULL
en-US,TYPE.PRESS_TRNS_TST.AREA,Area,Area,STD,FALSE,NULL,27:52.1,cde605e012774b2d818232c1a114ccee,NULL,a78c284ea26544649987067e5c985610,NULL,NULL
ru-RU,TYPE.PRESS_TRNS_TST.AREA,[ru-RU] Area,[ru-RU] Area,STD,FALSE,NULL,27:52.1,2f1673271b224c4f9effc97f8f97fe92,NULL,8146ec7f95a84e97860f2b2da18b1540,NULL,NULL
ru-RU,TYPE.PRESS_TRNS_TST.BH_PRESS,Забойное давление,[ru-RU] BH pressure,STD,FALSE,SYSTEM,56:00.2,78a1f258deea4cee981a9e892efdfb78,NULL,5a524660af7541339d2798a673166fbd,NULL,NULL
en-US,TYPE.PRESS_TRNS_TST.BH_PRESS,Bottom hole pressure,BH pressure,STD,FALSE,NULL,27:52.1,1a3de7a6d2ee4496b339a7e9ba4a8090,NULL,5ada3e943fee41688d74c88899bc4ed6,NULL,NULL
en-US,TYPE.PRESS_TRNS_TST.COMMENTS,Comments,Comments,STD,FALSE,NULL,27:52.1,9303571ab723427486c37954835ab206,NULL,581268f2e2e84d839040d5a24393e988,NULL,NULL
ru-RU,TYPE.PRESS_TRNS_TST.COMMENTS,Комментарии,[ru-RU] Comments,STD,FALSE,SYSTEM,56:00.2,4539c5c058d140cd9488fe92f2103804,NULL,168c6f8bf7834307895c5540e16b27b9,NULL,NULL
ru-RU,TYPE.PRESS_TRNS_TST.COMPRESSIBILITY,Сжимаемость,[ru-RU] Compressibility,STD,FALSE,SYSTEM,56:00.2,872369136c494e3fae9cb70cde9c510e,NULL,3f2f01c59b874510ae779087719b1f56,NULL,NULL
en-US,TYPE.PRESS_TRNS_TST.COMPRESSIBILITY,Compressibility,Compressibility,STD,FALSE,NULL,27:52.1,046a204c3e3141e79478438f2336a138,NULL,fd6af71aef5941218f669a2051f92478,NULL,NULL
en-US,TYPE.PRESS_TRNS_TST.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:52.1,cc2ac5b7f30b4f10b077f33a886b4fce,NULL,28997e1346224af6b6e1345a189d4f51,NULL,NULL
ru-RU,TYPE.PRESS_TRNS_TST.CREATE_SOURCE,Create Source,NULL,STD,FALSE,NULL,27:52.1,b449e9af1b1e49b4b57e6412dccc632c,NULL,6722082a10234b9f9fbe19dcfd69b66e,NULL,NULL
ru-RU,TYPE.PRESS_TRNS_TST.CRITICAL_PRESS,Критическое давление,[ru-RU] Critical pressure,STD,FALSE,SYSTEM,56:00.2,99ef83fcc0384b768a3a9487a9e5c835,NULL,bc8aa71cc0be4a7b9c9ee50fe1c16760,NULL,NULL
en-US,TYPE.PRESS_TRNS_TST.CRITICAL_PRESS,Critical pressure,Critical pressure,STD,FALSE,NULL,27:52.1,489c1e88facf4dc2a2769b52f1f7e096,NULL,d52bae7b03e04bd398b24225b4e56f81,NULL,NULL
